2016,8,2,0,0.0,27.59
2016,9,2,0,0.0,27.60
2016,10,1,0,0.0,27.49
2016,11,1,0,0.0,27.87
2016,12,1,0,0.0,28.37
2016,13,2,0,0.0,28.37
2016,14,1,0,0.0,28.64
2016,15,6,0,0.0,28.47
2016,16,2,0,0.3,29.27
2016,17,1,0,0.7,29.21
2016,18,2,0,12.6,29.50
2016,19,3,0,5.7,29.53
2016,20,2,0,0.0,30.09
2016,21,1,0,1.3,29.65
2016,22,2,0,0.5,29.00
2016,23,0,0,0.0,30.16
2016,24,2,0,4.2,29.74
2016,25,1,0,2.6,29.32
2016,26,3,0,0.3,29.64
2016,27,1,0,0.9,29.36
2016,28,1,0,8.1,29.11
2016,29,6,0,3.3,29.00
2016,30,0,0,0.0,29.10
